workerIdHash,age,gender,area,decision,a_host_id,b_host_id,a_trust,b_trust,state,choice
1f8268665332447ac1a16d25999b0b03b6d2a8a5f6f5b3ef65358ca7,27,Female,Urban,0,26919952,380073,61.6666666667,89.7222222222,L,H
1f8268665332447ac1a16d25999b0b03b6d2a8a5f6f5b3ef65358ca7,27,Female,Urban,1,7804609,107605,77.0,55.6666666667,H,H
1f8268665332447ac1a16d25999b0b03b6d2a8a5f6f5b3ef65358ca7,27,Female,Urban,0,380073,1264795,89.7222222222,45.3333333333,H,L
1f8268665332447ac1a16d25999b0b03b6d2a8a5f6f5b3ef65358ca7,27,Female,Urban,0,3955766,35823523,82.3333333333,46.6666666667,H,L
1f8268665332447ac1a16d25999b0b03b6d2a8a5f6f5b3ef65358ca7,27,Female,Urban,1,29566381,20779777,87.3333333333,53.0,H,H
1f8268665332447ac1a16d25999b0b03b6d2a8a5f6f5b3ef65358ca7,27,Female,Urban,0,14969803,20842466,46.0,79.0,L,H
1f8268665332447ac1a16d25999b0b03b6d2a8a5f6f5b3ef65358ca7,27,Female,Urban,0,29765852,25523,76.3333333333,32.3333333333,H,L
1f8268665332447ac1a16d25999b0b03b6d2a8a5f6f5b3ef65358ca7,27,Female,Urban,1,35215036,1336747,46.0,73.3333333333,L,L
1f8268665332447ac1a16d25999b0b03b6d2a8a5f6f5b3ef65358ca7,27,Female,Urban,1,13063145,6129323,82.0,61.0,H,H
1f8268665332447ac1a16d25999b0b03b6d2a8a5f6f5b3ef65358ca7,27,Female,Urban,0,21563326,1834769,86.6666666667,69.1666666667,H,L
1f8268665332447ac1a16d25999b0b03b6d2a8a5f6f5b3ef65358ca7,27,Female,Urban,0,29566381,20828139,87.3333333333,49.3333333333,H,L
1f8268665332447ac1a16d25999b0b03b6d2a8a5f6f5b3ef65358ca7,27,Female,Urban,1,29566381,13708762,87.3333333333,49.6666666667,H,H
1f8268665332447ac1a16d25999b0b03b6d2a8a5f6f5b3ef65358ca7,27,Female,Urban,0,2065453,8551260,85.6666666667,63.6666666667,H,L
1f8268665332447ac1a16d25999b0b03b6d2a8a5f6f5b3ef65358ca7,27,Female,Urban,0,1862476,43233571,84.3333333333,64.0,H,L
f49d723e824792676d4dc23a28149c7566870d8ae38aae49a3bf017c,35,Female,Suburban,0,3329218,9581259,88.0,62.6666666667,H,L
f49d723e824792676d4dc23a28149c7566870d8ae38aae49a3bf017c,35,Female,Suburban,0,1600719,3424306,85.6666666667,65.0,H,L
f49d723e824792676d4dc23a28149c7566870d8ae38aae49a3bf017c,35,Female,Suburban,0,2276607,34214627,62.3333333333,85.8333333333,L,H
f49d723e824792676d4dc23a28149c7566870d8ae38aae49a3bf017c,35,Female,Suburban,0,10468911,3680365,81.3333333333,65.7142857143,H,L
f49d723e824792676d4dc23a28149c7566870d8ae38aae49a3bf017c,35,Female,Suburban,1,2368753,21024840,65.3333333333,79.6666666667,L,L
f49d723e824792676d4dc23a28149c7566870d8ae38aae49a3bf017c,35,Female,Suburban,1,1574784,1675869,77.3333333333,55.8333333334,H,H
f49d723e824792676d4dc23a28149c7566870d8ae38aae49a3bf017c,35,Female,Suburban,1,10003458,36188232,76.0,54.6666666667,H,H
f49d723e824792676d4dc23a28149c7566870d8ae38aae49a3bf017c,35,Female,Suburban,0,12131690,3901812,66.1111111111,79.1666666667,L,H
f49d723e824792676d4dc23a28149c7566870d8ae38aae49a3bf017c,35,Female,Suburban,1,9425995,9241743,84.3333333333,26.0,H,H
f49d723e824792676d4dc23a28149c7566870d8ae38aae49a3bf017c,35,Female,Suburban,1,15138589,19400891,57.6666666667,80.6666666667,L,L
f49d723e824792676d4dc23a28149c7566870d8ae38aae49a3bf017c,35,Female,Suburban,1,2904960,3628392,61.3333333333,81.6666666667,L,L
f49d723e824792676d4dc23a28149c7566870d8ae38aae49a3bf017c,35,Female,Suburban,0,2487850,17711637,56.6666666666,73.0,L,H
f49d723e824792676d4dc23a28149c7566870d8ae38aae49a3bf017c,35,Female,Suburban,1,7933743,9759611,81.6666666667,62.7777777778,H,H
f49d723e824792676d4dc23a28149c7566870d8ae38aae49a3bf017c,35,Female,Suburban,1,3152134,7985819,59.0,76.6666666667,L,L
f49d723e824792676d4dc23a28149c7566870d8ae38aae49a3bf017c,35,Female,Suburban,1,38396445,14381346,80.3333333333,46.0,H,H
f49d723e824792676d4dc23a28149c7566870d8ae38aae49a3bf017c,35,Female,Suburban,0,6370270,10100413,53.3333333333,81.0,L,H
f49d723e824792676d4dc23a28149c7566870d8ae38aae49a3bf017c,35,Female,Suburban,1,4300883,33251473,85.3333333333,52.3333333333,H,H
f49d723e824792676d4dc23a28149c7566870d8ae38aae49a3bf017c,35,Female,Suburban,1,2357570,10468911,64.0,81.3333333333,L,L
f49d723e824792676d4dc23a28149c7566870d8ae38aae49a3bf017c,35,Female,Suburban,0,25463713,290662,61.3333333333,86.7222222222,L,H
f49d723e824792676d4dc23a28149c7566870d8ae38aae49a3bf017c,35,Female,Suburban,1,6389913,6370270,80.6666666667,53.3333333333,H,H
f49d723e824792676d4dc23a28149c7566870d8ae38aae49a3bf017c,35,Female,Suburban,0,36519782,15358500,73.3333333333,51.6666666667,H,L
f49d723e824792676d4dc23a28149c7566870d8ae38aae49a3bf017c,35,Female,Suburban,0,43233571,12987638,64.0,76.3888888889,L,H
f49d723e824792676d4dc23a28149c7566870d8ae38aae49a3bf017c,35,Female,Suburban,1,14329995,3078168,85.3333333333,49.3333333333,H,H
f49d723e824792676d4dc23a28149c7566870d8ae38aae49a3bf017c,35,Female,Suburban,1,49822473,13708762,72.2222222222,49.6666666667,H,H
f49d723e824792676d4dc23a28149c7566870d8ae38aae49a3bf017c,35,Female,Suburban,1,7519116,2363166,42.6666666667,74.6666666667,L,L
f49d723e824792676d4dc23a28149c7566870d8ae38aae49a3bf017c,35,Female,Suburban,1,9585948,4316337,63.0,89.0,L,L
f49d723e824792676d4dc23a28149c7566870d8ae38aae49a3bf017c,35,Female,Suburban,0,3235783,32020176,49.4444444444,79.0,L,H
f49d723e824792676d4dc23a28149c7566870d8ae38aae49a3bf017c,35,Female,Suburban,0,2065453,3494604,85.6666666667,65.3333333333,H,L
f49d723e824792676d4dc23a28149c7566870d8ae38aae49a3bf017c,35,Female,Suburban,0,23024846,19937219,83.3333333333,63.8095238095,H,L
f49d723e824792676d4dc23a28149c7566870d8ae38aae49a3bf017c,35,Female,Suburban,1,10100413,17674617,81.0,62.0,H,H
f49d723e824792676d4dc23a28149c7566870d8ae38aae49a3bf017c,35,Female,Suburban,1,49822473,15817123,72.2222222222,35.3333333333,H,H
f49d723e824792676d4dc23a28149c7566870d8ae38aae49a3bf017c,35,Female,Suburban,0,4220709,4228996,58.3333333333,80.0,L,H
f49d723e824792676d4dc23a28149c7566870d8ae38aae49a3bf017c,35,Female,Suburban,0,1373979,3955766,60.0,82.3333333333,L,H
f49d723e824792676d4dc23a28149c7566870d8ae38aae49a3bf017c,35,Female,Suburban,0,13261121,2909412,63.3333333333,79.0,L,H
f49d723e824792676d4dc23a28149c7566870d8ae38aae49a3bf017c,35,Female,Suburban,1,2365639,3901812,65.3333333333,79.1666666667,L,L
f49d723e824792676d4dc23a28149c7566870d8ae38aae49a3bf017c,35,Female,Suburban,0,1157814,2646233,81.3333333333,49.6666666667,H,L
f49d723e824792676d4dc23a28149c7566870d8ae38aae49a3bf017c,35,Female,Suburban,0,19694209,3765042,49.0,78.6666666667,L,H
f49d723e824792676d4dc23a28149c7566870d8ae38aae49a3bf017c,35,Female,Suburban,1,4065715,2791463,81.6666666667,56.6666666667,H,H
f49d723e824792676d4dc23a28149c7566870d8ae38aae49a3bf017c,35,Female,Suburban,1,7538161,3339701,49.3333333333,80.8333333333,L,L
f49d723e824792676d4dc23a28149c7566870d8ae38aae49a3bf017c,35,Female,Suburban,1,22414188,4151836,86.3888888889,58.6111111111,H,H
f49d723e824792676d4dc23a28149c7566870d8ae38aae49a3bf017c,35,Female,Suburban,0,29113638,4354335,83.6666666667,66.3333333333,H,L
f49d723e824792676d4dc23a28149c7566870d8ae38aae49a3bf017c,35,Female,Suburban,1,2581809,12010926,50.3333333333,85.0,L,L
f49d723e824792676d4dc23a28149c7566870d8ae38aae49a3bf017c,35,Female,Suburban,1,28401285,3011547,54.6666666667,77.0,L,L
f49d723e824792676d4dc23a28149c7566870d8ae38aae49a3bf017c,35,Female,Suburban,0,18609006,30250,78.6111111111,62.7777777778,H,L
f49d723e824792676d4dc23a28149c7566870d8ae38aae49a3bf017c,35,Female,Suburban,0,50148570,19694209,79.3333333333,49.0,H,L
f49d723e824792676d4dc23a28149c7566870d8ae38aae49a3bf017c,35,Female,Suburban,1,2263618,9759611,89.6666666667,62.7777777778,H,H
f49d723e824792676d4dc23a28149c7566870d8ae38aae49a3bf017c,35,Female,Suburban,0,4051004,3625115,63.8888888889,77.6666666667,L,H
21504524d5306840370eaef35c3e02b97b6299b4a4f7fb15a1494424,29,Female,Urban,1,1708289,4789734,70.3333333333,52.7777777778,H,H
21504524d5306840370eaef35c3e02b97b6299b4a4f7fb15a1494424,29,Female,Urban,0,6389913,4143909,80.6666666667,52.0,H,L
21504524d5306840370eaef35c3e02b97b6299b4a4f7fb15a1494424,29,Female,Urban,1,19690679,22239038,54.3333333333,73.0,L,L
21504524d5306840370eaef35c3e02b97b6299b4a4f7fb15a1494424,29,Female,Urban,0,19400891,1675869,80.6666666667,55.8333333334,H,L
21504524d5306840370eaef35c3e02b97b6299b4a4f7fb15a1494424,29,Female,Urban,0,875739,15358500,84.0,51.6666666667,H,L
21504524d5306840370eaef35c3e02b97b6299b4a4f7fb15a1494424,29,Female,Urban,1,1578202,3703218,46.6666666667,82.1428571428,L,L
21504524d5306840370eaef35c3e02b97b6299b4a4f7fb15a1494424,29,Female,Urban,0,41879983,25523560,46.6666666667,70.6666666667,L,H
21504524d5306840370eaef35c3e02b97b6299b4a4f7fb15a1494424,29,Female,Urban,0,36188232,31004,54.6666666667,80.0,L,H
21504524d5306840370eaef35c3e02b97b6299b4a4f7fb15a1494424,29,Female,Urban,0,15762897,1577961,49.0,73.8888888889,L,H
21504524d5306840370eaef35c3e02b97b6299b4a4f7fb15a1494424,29,Female,Urban,1,672624,22103215,54.6666666667,79.3333333333,L,L
21504524d5306840370eaef35c3e02b97b6299b4a4f7fb15a1494424,29,Female,Urban,1,7304506,17233115,20.0,75.6666666667,L,L
21504524d5306840370eaef35c3e02b97b6299b4a4f7fb15a1494424,29,Female,Urban,0,674581,623244,65.2380952381,83.3333333333,L,H
21504524d5306840370eaef35c3e02b97b6299b4a4f7fb15a1494424,29,Female,Urban,1,1578334,40913940,79.0,37.5,H,H
21504524d5306840370eaef35c3e02b97b6299b4a4f7fb15a1494424,29,Female,Urban,0,1318839,36188232,84.0,54.6666666667,H,L
21504524d5306840370eaef35c3e02b97b6299b4a4f7fb15a1494424,29,Female,Urban,0,6389913,48900510,80.6666666667,60.8333333333,H,L
21504524d5306840370eaef35c3e02b97b6299b4a4f7fb15a1494424,29,Female,Urban,0,6289109,25463713,78.8888888889,61.3333333333,H,L
21504524d5306840370eaef35c3e02b97b6299b4a4f7fb15a1494424,29,Female,Urban,1,60270,1349118,82.0,57.0,H,H
21504524d5306840370eaef35c3e02b97b6299b4a4f7fb15a1494424,29,Female,Urban,0,11854515,22741130,88.8888888889,64.3333333333,H,L
21504524d5306840370eaef35c3e02b97b6299b4a4f7fb15a1494424,29,Female,Urban,1,7721079,4410966,59.3333333333,76.0,L,L
21504524d5306840370eaef35c3e02b97b6299b4a4f7fb15a1494424,29,Female,Urban,1,21671443,48273510,50.8333333333,78.0,L,L
21504524d5306840370eaef35c3e02b97b6299b4a4f7fb15a1494424,29,Female,Urban,1,3553372,29685660,64.6666666667,78.6666666667,L,L
21504524d5306840370eaef35c3e02b97b6299b4a4f7fb15a1494424,29,Female,Urban,0,7933743,9410871,81.6666666667,63.0,H,L
21504524d5306840370eaef35c3e02b97b6299b4a4f7fb15a1494424,29,Female,Urban,1,1874001,24869784,91.3333333333,66.6666666667,H,H
21504524d5306840370eaef35c3e02b97b6299b4a4f7fb15a1494424,29,Female,Urban,0,1862476,25463713,84.3333333333,61.3333333333,H,L
21504524d5306840370eaef35c3e02b97b6299b4a4f7fb15a1494424,29,Female,Urban,1,9241743,25523560,26.0,70.6666666667,L,L
21504524d5306840370eaef35c3e02b97b6299b4a4f7fb15a1494424,29,Female,Urban,0,29566381,41879983,87.3333333333,46.6666666667,H,L
21504524d5306840370eaef35c3e02b97b6299b4a4f7fb15a1494424,29,Female,Urban,1,3625115,8059412,77.6666666667,43.6666666667,H,H
21504524d5306840370eaef35c3e02b97b6299b4a4f7fb15a1494424,29,Female,Urban,0,4393276,1153779,57.0,80.6666666667,L,H
21504524d5306840370eaef35c3e02b97b6299b4a4f7fb15a1494424,29,Female,Urban,0,19694209,2513602,49.0,77.0,L,H
21504524d5306840370eaef35c3e02b97b6299b4a4f7fb15a1494424,29,Female,Urban,1,1938903,28331800,81.3333333333,56.1111111111,H,H
21504524d5306840370eaef35c3e02b97b6299b4a4f7fb15a1494424,29,Female,Urban,1,1335409,6370270,79.5238095238,53.3333333333,H,H
21504524d5306840370eaef35c3e02b97b6299b4a4f7fb15a1494424,29,Female,Urban,1,6678075,9241743,65.6666666667,26.0,H,H
21504524d5306840370eaef35c3e02b97b6299b4a4f7fb15a1494424,29,Female,Urban,1,3234412,26378062,46.0,78.3333333333,L,L
21504524d5306840370eaef35c3e02b97b6299b4a4f7fb15a1494424,29,Female,Urban,0,2739089,4393276,74.0,57.0,H,L
21504524d5306840370eaef35c3e02b97b6299b4a4f7fb15a1494424,29,Female,Urban,0,16189003,3078168,80.6666666667,49.3333333333,H,L
21504524d5306840370eaef35c3e02b97b6299b4a4f7fb15a1494424,29,Female,Urban,0,7519116,2513602,42.6666666667,77.0,L,H
21504524d5306840370eaef35c3e02b97b6299b4a4f7fb15a1494424,29,Female,Urban,0,20256286,8234652,56.6666666667,78.6666666667,L,H
21504524d5306840370eaef35c3e02b97b6299b4a4f7fb15a1494424,29,Female,Urban,1,29703215,9996343,79.6666666667,59.4444444444,H,H
21504524d5306840370eaef35c3e02b97b6299b4a4f7fb15a1494424,29,Female,Urban,0,12868266,16190336,79.6666666667,53.6666666667,H,L
21504524d5306840370eaef35c3e02b97b6299b4a4f7fb15a1494424,29,Female,Urban,0,4324378,207419,61.6666666667,82.0,L,H
21504524d5306840370eaef35c3e02b97b6299b4a4f7fb15a1494424,29,Female,Urban,1,1349118,2681667,57.0,81.0,L,L
21504524d5306840370eaef35c3e02b97b6299b4a4f7fb15a1494424,29,Female,Urban,1,2762016,27340932,57.3333333333,79.6666666667,L,L
21504524d5306840370eaef35c3e02b97b6299b4a4f7fb15a1494424,29,Female,Urban,0,2102620,3045282,71.9444444445,53.0,H,L
21504524d5306840370eaef35c3e02b97b6299b4a4f7fb15a1494424,29,Female,Urban,1,15185851,20856424,39.6666666667,72.3333333333,L,L
21504524d5306840370eaef35c3e02b97b6299b4a4f7fb15a1494424,29,Female,Urban,0,11108717,11495235,80.8333333333,62.6666666667,H,L
21504524d5306840370eaef35c3e02b97b6299b4a4f7fb15a1494424,29,Female,Urban,1,6391526,908893,83.0,57.0,H,H
21504524d5306840370eaef35c3e02b97b6299b4a4f7fb15a1494424,29,Female,Urban,0,32020176,28401285,79.0,54.6666666667,H,L
e446786d55581127ba57b16761e473d0b10500c087385d49895f1773,67,Female,Suburban,0,19690679,2513602,54.3333333333,77.0,L,H
e446786d55581127ba57b16761e473d0b10500c087385d49895f1773,67,Female,Suburban,1,5523271,9965516,60.0,81.3333333333,L,L
e446786d55581127ba57b16761e473d0b10500c087385d49895f1773,67,Female,Suburban,1,28184994,2978171,88.0,49.4444444445,H,H
e446786d55581127ba57b16761e473d0b10500c087385d49895f1773,67,Female,Suburban,0,2363166,10212420,74.6666666667,52.3333333333,H,L
e446786d55581127ba57b16761e473d0b10500c087385d49895f1773,67,Female,Suburban,1,9425995,3459895,84.3333333333,46.3333333333,H,H
e446786d55581127ba57b16761e473d0b10500c087385d49895f1773,67,Female,Suburban,1,34214627,17430718,85.8333333333,62.2222222222,H,H
e446786d55581127ba57b16761e473d0b10500c087385d49895f1773,67,Female,Suburban,0,23158402,24000,81.3333333333,64.0,H,L
e446786d55581127ba57b16761e473d0b10500c087385d49895f1773,67,Female,Suburban,1,924436,50148570,54.0,79.3333333333,L,L
e446786d55581127ba57b16761e473d0b10500c087385d49895f1773,67,Female,Suburban,1,4010906,4942000,50.6666666667,82.6666666667,L,L
e446786d55581127ba57b16761e473d0b10500c087385d49895f1773,67,Female,Suburban,1,29703215,8187640,79.6666666667,62.6666666667,H,H
e446786d55581127ba57b16761e473d0b10500c087385d49895f1773,67,Female,Suburban,0,23672572,8428817,63.6666666667,77.3809523809,L,H
e446786d55581127ba57b16761e473d0b10500c087385d49895f1773,67,Female,Suburban,0,33205829,6044153,79.6666666667,63.3333333333,H,L
e446786d55581127ba57b16761e473d0b10500c087385d49895f1773,67,Female,Suburban,1,8773703,12010926,45.6666666667,85.0,L,L
e446786d55581127ba57b16761e473d0b10500c087385d49895f1773,67,Female,Suburban,0,48900510,290662,60.8333333333,86.7222222222,L,H
e446786d55581127ba57b16761e473d0b10500c087385d49895f1773,67,Female,Suburban,0,299748,25184902,64.4444444444,37.6666666667,H,L
e446786d55581127ba57b16761e473d0b10500c087385d49895f1773,67,Female,Suburban,0,23313128,19361478,80.0,64.0,H,L
e446786d55581127ba57b16761e473d0b10500c087385d49895f1773,67,Female,Suburban,1,1335409,9759611,79.5238095238,62.7777777778,H,H
e446786d55581127ba57b16761e473d0b10500c087385d49895f1773,67,Female,Suburban,1,28370425,20256286,75.2777777778,56.6666666667,H,H
e446786d55581127ba57b16761e473d0b10500c087385d49895f1773,67,Female,Suburban,1,17879124,29765852,61.3333333333,76.3333333333,L,L
e446786d55581127ba57b16761e473d0b10500c087385d49895f1773,67,Female,Suburban,0,482998,11377754,80.5555555555,54.3333333333,H,L
e446786d55581127ba57b16761e473d0b10500c087385d49895f1773,67,Female,Suburban,1,28331800,4065715,56.1111111111,81.6666666667,L,L
e446786d55581127ba57b16761e473d0b10500c087385d49895f1773,67,Female,Suburban,0,12987479,9996343,86.0,59.4444444444,H,L
e446786d55581127ba57b16761e473d0b10500c087385d49895f1773,67,Female,Suburban,0,1719081,875739,43.0,84.0,L,H
e446786d55581127ba57b16761e473d0b10500c087385d49895f1773,67,Female,Suburban,1,721125,4456474,66.0,81.3333333333,L,L
e446786d55581127ba57b16761e473d0b10500c087385d49895f1773,67,Female,Suburban,0,1719081,49822473,43.0,72.2222222222,L,H
e446786d55581127ba57b16761e473d0b10500c087385d49895f1773,67,Female,Suburban,1,1267021,10100413,55.6666666667,81.0,L,L
e446786d55581127ba57b16761e473d0b10500c087385d49895f1773,67,Female,Suburban,0,27340932,9996343,79.6666666667,59.4444444444,H,L
e446786d55581127ba57b16761e473d0b10500c087385d49895f1773,67,Female,Suburban,0,892781,851489,56.6666666667,73.3333333333,L,H
e446786d55581127ba57b16761e473d0b10500c087385d49895f1773,67,Female,Suburban,0,432441,844195,67.0,82.5,L,H
e446786d55581127ba57b16761e473d0b10500c087385d49895f1773,67,Female,Suburban,1,5146381,7519116,79.0,42.6666666667,H,H
e446786d55581127ba57b16761e473d0b10500c087385d49895f1773,67,Female,Suburban,1,5523271,2764119,60.0,79.7222222222,L,L
e446786d55581127ba57b16761e473d0b10500c087385d49895f1773,67,Female,Suburban,1,5976835,2978171,83.3333333334,49.4444444445,H,H
e446786d55581127ba57b16761e473d0b10500c087385d49895f1773,67,Female,Suburban,1,2909118,4793121,68.6111111111,18.3333333333,H,H
e446786d55581127ba57b16761e473d0b10500c087385d49895f1773,67,Female,Suburban,0,830923,2630368,87.0,65.2777777778,H,L
e446786d55581127ba57b16761e473d0b10500c087385d49895f1773,67,Female,Suburban,1,2974150,1678230,85.6666666667,63.6666666667,H,H
e446786d55581127ba57b16761e473d0b10500c087385d49895f1773,67,Female,Suburban,1,23024846,6044153,83.3333333333,63.3333333333,H,H
e446786d55581127ba57b16761e473d0b10500c087385d49895f1773,67,Female,Suburban,0,7553984,4513562,88.0,60.2777777778,H,L
e446786d55581127ba57b16761e473d0b10500c087385d49895f1773,67,Female,Suburban,1,924436,7985819,54.0,76.6666666667,L,L
e446786d55581127ba57b16761e473d0b10500c087385d49895f1773,67,Female,Suburban,1,2873394,2363166,55.3333333333,74.6666666667,L,L
e446786d55581127ba57b16761e473d0b10500c087385d49895f1773,67,Female,Suburban,1,3803498,7804609,54.6666666667,77.0,L,L
e446786d55581127ba57b16761e473d0b10500c087385d49895f1773,67,Female,Suburban,0,19462498,25523,79.0,32.3333333333,H,L
e446786d55581127ba57b16761e473d0b10500c087385d49895f1773,67,Female,Suburban,0,2581809,24021158,50.3333333333,75.0,L,H
e446786d55581127ba57b16761e473d0b10500c087385d49895f1773,67,Female,Suburban,0,10099344,802637,63.3333333333,79.7222222222,L,H
e446786d55581127ba57b16761e473d0b10500c087385d49895f1773,67,Female,Suburban,0,19983740,802637,61.3333333333,79.7222222222,L,H
e446786d55581127ba57b16761e473d0b10500c087385d49895f1773,67,Female,Suburban,1,12010926,33318193,85.0,53.0,H,H
e446786d55581127ba57b16761e473d0b10500c087385d49895f1773,67,Female,Suburban,0,3329218,4026436,88.0,67.5,H,L
e446786d55581127ba57b16761e473d0b10500c087385d49895f1773,67,Female,Suburban,1,25523,1103558,32.3333333333,76.0,L,L
7f60a3e446ad1980d8b8e4bf00a0a03f9e1cdfeb1797d00c1cbdc91d,28,Male,Suburban,1,107605,3765042,55.6666666667,78.6666666667,L,L
7f60a3e446ad1980d8b8e4bf00a0a03f9e1cdfeb1797d00c1cbdc91d,28,Male,Suburban,0,7271526,14444017,51.0,77.0,L,H
7f60a3e446ad1980d8b8e4bf00a0a03f9e1cdfeb1797d00c1cbdc91d,28,Male,Suburban,0,2065453,19983740,85.6666666667,61.3333333333,H,L
7f60a3e446ad1980d8b8e4bf00a0a03f9e1cdfeb1797d00c1cbdc91d,28,Male,Suburban,1,844195,4143940,82.5,60.8333333334,H,H
7f60a3e446ad1980d8b8e4bf00a0a03f9e1cdfeb1797d00c1cbdc91d,28,Male,Suburban,1,17674617,39880373,62.0,85.6666666667,L,L
7f60a3e446ad1980d8b8e4bf00a0a03f9e1cdfeb1797d00c1cbdc91d,28,Male,Suburban,1,8747352,237849,59.0,81.6666666667,L,L
7f60a3e446ad1980d8b8e4bf00a0a03f9e1cdfeb1797d00c1cbdc91d,28,Male,Suburban,1,4513562,13285063,60.2777777778,88.5714285714,L,L
7f60a3e446ad1980d8b8e4bf00a0a03f9e1cdfeb1797d00c1cbdc91d,28,Male,Suburban,1,32020176,2646233,79.0,49.6666666667,H,H
7f60a3e446ad1980d8b8e4bf00a0a03f9e1cdfeb1797d00c1cbdc91d,28,Male,Suburban,1,1364547,855581,81.3888888889,62.0,H,H
7f60a3e446ad1980d8b8e4bf00a0a03f9e1cdfeb1797d00c1cbdc91d,28,Male,Suburban,1,1336747,6244983,73.3333333333,53.0555555556,H,H
7f60a3e446ad1980d8b8e4bf00a0a03f9e1cdfeb1797d00c1cbdc91d,28,Male,Suburban,1,2102620,796464,71.9444444445,52.3333333333,H,H
7f60a3e446ad1980d8b8e4bf00a0a03f9e1cdfeb1797d00c1cbdc91d,28,Male,Suburban,1,290662,1267021,86.7222222222,55.6666666667,H,H
7f60a3e446ad1980d8b8e4bf00a0a03f9e1cdfeb1797d00c1cbdc91d,28,Male,Suburban,1,5050189,728068,80.0,64.0476190476,H,H
7f60a3e446ad1980d8b8e4bf00a0a03f9e1cdfeb1797d00c1cbdc91d,28,Male,Suburban,0,2513602,15762897,77.0,49.0,H,L
7f60a3e446ad1980d8b8e4bf00a0a03f9e1cdfeb1797d00c1cbdc91d,28,Male,Suburban,1,27795514,18345644,85.3333333333,50.0,H,H
7f60a3e446ad1980d8b8e4bf00a0a03f9e1cdfeb1797d00c1cbdc91d,28,Male,Suburban,1,39880373,4324378,85.6666666667,61.6666666667,H,H
7f60a3e446ad1980d8b8e4bf00a0a03f9e1cdfeb1797d00c1cbdc91d,28,Male,Suburban,1,11854515,4679279,88.8888888889,55.3333333333,H,H
7f60a3e446ad1980d8b8e4bf00a0a03f9e1cdfeb1797d00c1cbdc91d,28,Male,Suburban,1,924436,22414188,54.0,86.3888888889,L,L
7f60a3e446ad1980d8b8e4bf00a0a03f9e1cdfeb1797d00c1cbdc91d,28,Male,Suburban,1,29113638,432441,83.6666666667,67.0,H,H
7f60a3e446ad1980d8b8e4bf00a0a03f9e1cdfeb1797d00c1cbdc91d,28,Male,Suburban,1,25523560,4104341,70.6666666667,47.0,H,H
7f60a3e446ad1980d8b8e4bf00a0a03f9e1cdfeb1797d00c1cbdc91d,28,Male,Suburban,0,2764119,2276607,79.7222222222,62.3333333333,H,L
7f60a3e446ad1980d8b8e4bf00a0a03f9e1cdfeb1797d00c1cbdc91d,28,Male,Suburban,1,4065715,9453700,81.6666666667,58.0,H,H
7f60a3e446ad1980d8b8e4bf00a0a03f9e1cdfeb1797d00c1cbdc91d,28,Male,Suburban,0,14011603,27851695,80.2777777778,55.3333333333,H,L
7f60a3e446ad1980d8b8e4bf00a0a03f9e1cdfeb1797d00c1cbdc91d,28,Male,Suburban,0,3078168,1874001,49.3333333333,91.3333333333,L,H
7f60a3e446ad1980d8b8e4bf00a0a03f9e1cdfeb1797d00c1cbdc91d,28,Male,Suburban,0,19694209,22239038,49.0,73.0,L,H
7f60a3e446ad1980d8b8e4bf00a0a03f9e1cdfeb1797d00c1cbdc91d,28,Male,Suburban,1,1675869,5050189,55.8333333334,80.0,L,L
7f60a3e446ad1980d8b8e4bf00a0a03f9e1cdfeb1797d00c1cbdc91d,28,Male,Suburban,0,8773703,49822473,45.6666666667,72.2222222222,L,H
7f60a3e446ad1980d8b8e4bf00a0a03f9e1cdfeb1797d00c1cbdc91d,28,Male,Suburban,1,5989392,2909118,38.0,68.6111111111,L,L
7f60a3e446ad1980d8b8e4bf00a0a03f9e1cdfeb1797d00c1cbdc91d,28,Male,Suburban,1,31004,19690679,80.0,54.3333333333,H,H
7f60a3e446ad1980d8b8e4bf00a0a03f9e1cdfeb1797d00c1cbdc91d,28,Male,Suburban,1,2873394,12010926,55.3333333333,85.0,L,L
7f60a3e446ad1980d8b8e4bf00a0a03f9e1cdfeb1797d00c1cbdc91d,28,Male,Suburban,0,16189003,7037618,80.6666666667,61.6666666667,H,L
7f60a3e446ad1980d8b8e4bf00a0a03f9e1cdfeb1797d00c1cbdc91d,28,Male,Suburban,0,3779051,3011547,43.6666666667,77.0,L,H
7f60a3e446ad1980d8b8e4bf00a0a03f9e1cdfeb1797d00c1cbdc91d,28,Male,Suburban,1,2102620,19968750,71.9444444445,48.0555555556,H,H
7f60a3e446ad1980d8b8e4bf00a0a03f9e1cdfeb1797d00c1cbdc91d,28,Male,Suburban,1,1264795,5221908,45.3333333333,85.8333333333,L,L
7f60a3e446ad1980d8b8e4bf00a0a03f9e1cdfeb1797d00c1cbdc91d,28,Male,Suburban,1,3779051,1577961,43.6666666667,73.8888888889,L,L
7f60a3e446ad1980d8b8e4bf00a0a03f9e1cdfeb1797d00c1cbdc91d,28,Male,Suburban,0,511136,1318839,56.3333333333,84.0,L,H
7f60a3e446ad1980d8b8e4bf00a0a03f9e1cdfeb1797d00c1cbdc91d,28,Male,Suburban,1,1708289,21846735,70.3333333333,46.3333333333,H,H
7f60a3e446ad1980d8b8e4bf00a0a03f9e1cdfeb1797d00c1cbdc91d,28,Male,Suburban,1,1832472,2833833,67.2222222222,23.3333333333,H,H
