host_id,host_about,sentence_cnt,WC,room_type_c,market,host_is_superhost,interestsTastes,lifeMottoValues,workEducation,relationships,personality,originResidence,travel,hospitality,other
3057747,"Young 30 something living in NYC.  I  love international cuisine, wine, cooking and staying active.  Owner of Gone Green Fundraisers, Marketing associate and hoop dancing addict. 

Favorite quotes: ""Be the change that you want to see in the world"".  

"" Life is about the people you meet and the things you create with them, so go out and start creating.."" 


 I love to travel the world as well as explore what this amazing city has to offer. 
 I frequent live performances from Broadway to Off Off Broadway. Love to entertain and host guests while sharing my enthusiasm for this wonderful city. 

I am a fan of BSG and I do love to watch documentaries. Some friends have even told me I can be a bit of a science geek. 

I can be a bit of a health nut, and you might be lucky to find me inspired in the morning with a fresh smoothie waiting for you:) ",10,155,Private or Shared Room,New York,f,6,2,1,0,2,1,1,2,0
93779,"I enjoy travel for the adventure, culture, language, food, dance and conversation and have lived in the US, Barcelona, Costa Rica, and Switzerland!



",1,23,Entire Home/Apt,New York,f,1,0,0,0,0,1,1,0,0
9330583,"I am from Ireland but live in Manhattan.  I am very social, love a good book, good food, wine and most importantly good friends.  I am tidy and can't live without a vacuum cleaner.  I have traveled extensively, Costa Rica was one of my favorites but I always love going home.  ",4,51,Entire Home/Apt,New York,t,2,0,0,0,2,1,1,0,0
12186466,Hello and welcome to all,1,5,Entire Home/Apt,New York,t,0,0,0,0,0,0,0,1,0
3765042,We offer great apartments as an alternative to a hotel. Should you have any questions or queries please feel free to get in touch. ,2,24,Entire Home/Apt,New York,f,0,0,0,0,0,0,0,2,0
11706506,"My name is Andrea, I live in a 1 bedroom apartment in Astoria Queens with my boyfriend. We are very laid back people - we like to enjoy the city, travel and take in the city. ",2,34,Private or Shared Room,New York,f,0,0,0,1,1,1,1,0,0
2675998,"I am an artist and graphic designer whose current project is finishing the renovation of my house. It's a home I like to share with city visitors, particularly graduate students and writers, because the setting is quiet and condusive to contemplative work. ",2,42,Entire Home/Apt,New York,f,0,0,1,0,0,0,0,1,0
3321910,Creative Director living between New York City + Paris,1,8,Entire Home/Apt,New York,f,0,0,1,0,0,1,0,0,0
3562864,"I work in the creative and performing arts; my working hours are generally normal, but can be varied on occasion. I am a non-smoker, I don't have pets. Not a partier, but like to hang out and relax over some good food and a glass of wine. I love to cook, and it's always nice to chat, eat, and have a glass of wine with other great people, when schedules permit. I love music. 

I'm very easy to talk to, very approachable. I'm pretty low-key. I'm extremely respectful of privacies. Of course this goes without saying for a guest, and would want him/her to feel comfortable enough to make him/herself at home. ",9,116,Private or Shared Room,New York,f,4,0,1,0,3,0,0,1,0
2368753,"I'm originally form Texas but have lived in New york for about 10 years now.  I'm a Stylist and Crafter for Magazine, Books and Catalogues.  My work takes me all over the city or working on projects at home. Everyday is different and I love it!  
I'm a runner and am always making something or hanging out with my friends.  ",5,59,Private or Shared Room,New York,f,1,1,2,0,0,1,0,0,0
21741770,I am an advertising young professional living in New York City. I love to explore and travel anywhere I can.,2,20,Entire Home/Apt,New York,f,1,0,1,0,0,1,1,0,0
1390999,"My boyfriend, Gijon, and I live in Brooklyn, NY and teach high school at public NYC schools. We have used Airbnb quite a bit for the last year- we quit our teaching jobs in NYC and traveled around the world. Some of our most memorable experiences involved Airbnb. We love to meet new people, eat new foods, hike, bike, swim, work on farms, and seize every great adventure that comes our way!   ",4,72,Entire Home/Apt,New York,f,1,0,2,1,0,2,1,1,0
66061,"Geek, Gay, Guy.
I offer my lower rate to let students and others who wouldn't otherwise be able to see NYC share their adventure.
Having traveled abroad, I understand what internationals expect from a host and do my best not to disappoint the hosts who were so great to me.",3,50,Private or Shared Room,New York,t,1,0,0,0,1,1,1,1,0
908893,"Hi everyone,

Laid back native New Yorker here. Love to travel; especially Central/South America. Spend a lot of time in California too (used to go to school there).

Have a wonderful little studio uptown. Right near an express train (20 min to Times Square). I'm the best tenant ever (promise). Very low key, respectful and clean.",7,56,Entire Home/Apt,New York,f,0,0,0,0,2,2,1,1,0
2757621,"I am from Boston originally, now working for an Asia based consulting firm. ",1,13,Entire Home/Apt,New York,f,0,0,1,0,0,1,0,0,0
23024846,"I'm a marketing and communications professional living in the heart of New York City. I think traveling is the key to understanding the world and yourself, so I love meeting all kinds of new people. 

As a host- I'm friendly and communicative. I won't be in the apartment during your stay, but I'll be available if any needs arise!

As your guest- I'm clean and respectful. I rent my own apartment on Airbnb, and I'll treat your space the way I hope mine is treated!",6,85,Private or Shared Room,New York,f,1,1,1,0,2,1,1,3,0
12461367,funny happy kind healer faerie,1,5,Entire Home/Apt,New York,f,0,0,0,0,1,0,0,0,0
452326,Queer Middle Eastern organizer and small business owner.,1,8,Entire Home/Apt,New York,f,0,0,1,0,0,0,0,0,0
2776709,"I currently live and work in New York, but am originally from South Africa.  I love traveling, exploring new places and meeting new people.",2,24,Private or Shared Room,New York,f,1,0,0,0,0,1,1,0,0
11788949,"I grew up in Long Island NY, went down to Florida for undergrad and grad school (Go Gators!!) and then moved to New York City. I lived here for 8 years when I decided to pack up and move to San Francisco. After staying there for 4 years, I moved back to be closer to my family but still LOVE SF and visit a few times a year. 

I have used airbnb to stay all over the country and have only had positivie experiences. I always treat the homes I stay at as if they were my own. Given my positive experiences, I decided to list my place and hope you too will treat my home as if it were yours. ",7,119,Entire Home/Apt,New York,f,0,0,1,0,1,4,1,2,0
15546865,"Hi, my name is Dmitriy and I came to United States 18 years ago from Ukraine. My passions in life include hiking, photography, blues jamming on my guitar, playing funky basslines to rare breakbeats, and walking my pug. Have a pleasant stay in NY!",3,43,Entire Home/Apt,New York,f,1,0,0,0,0,1,0,1,0
19968750,"NYC guy on the move...Lots of travel, music, friends, fun!",1,11,Entire Home/Apt,New York,f,1,0,0,0,0,1,1,0,0
6989696,"“ We didn't all come over on the same ship, but were all in the same boat. ”
— Bernard M. Baruch

I enjoy traveling, meeting people from diverse cultures, baking, trying different cuisines, socializing, concerts, watching travel shows and dancing.  I enjoy walking to nearby Fort Greene Park or all the way to Lower Manhattan via the Brooklyn Bridge, and attending free concerts/festivals in NYC's beautiful parks during the summer. 

I have a keen interest in what's going on in the rest of the world. I am involved in cultural exchange meetup groups, which gives me the opportunity to meet people from all over the world. One group, a language exchange meetup allows me to practice my Spanish whilst helping non-native English speakers to practice and improve their English. 

I love shopping and am a bargain shopper at heart. I always like to make sure that visitors to NYC get the best deals for their money. Moreover, as someone who travels solo often, I know how important it is for women to be in a clean, comfortable, and safe environment. 

PLEASE NOTE - VERY IMPORTANT
Kindly send me a message before trying to book. I will respond to you as soon as possible and let you know, if the room is available. You'll get a clean, tidy, safe and comfortable place to stay in, and a kind and helpful host; I'd like a guest who is responsible, respectful, pleasant, drama free and willing to clean up after herself. I do this because I enjoy traveling and like to connect with people from diverse backgrounds. I've met some really wonderful people through this service and hope to meet many more. Thank you. I look forward to hosting you. :-) 
 ",17,286,Private or Shared Room,New York,f,7,1,0,0,0,2,3,8,1
6989825,"I am a publishing professional transplanted from the UK, quite some years ago. My partner, and I have two sons, one is 7 and the older boy is 12. We love to travel and are major foodies. We have a great small dog named Roscoe, who we rescued from the pound. I am addicted to good coffee and NPR . . . love reading, of course and meeting new people and spending time with friends. We are extremely lucky to live where we do. Brooklyn is a special slice of New York and we are excited for visitors to discover it's many charms. ",10,98,Entire Home/Apt,New York,t,3,0,1,2,0,2,1,1,2
1476159,"Freelance music and culture writer in Brooklyn, NY. Frequent traveler. ",2,10,Entire Home/Apt,New York,f,0,0,1,0,0,0,1,0,0
289653,"Hey i am a furniture designer from Australia.

been living in NYC for five years now. Also involved in Fashion design.

Have a girl friend. Love to travel.

Harrison ",6,29,Entire Home/Apt,New York,f,0,0,2,1,0,2,1,0,1
12858875,"A being for the world, who enjoys meeting and helping people.",1,11,Entire Home/Apt,New York,f,0,0,0,0,0,0,0,1,0
3459895,"A NYC man, constantly on the go.
I travel for work non-stop.",2,13,Entire Home/Apt,New York,f,0,0,0,0,1,1,1,0,0
3642701,Costume Designer,1,2,Entire Home/Apt,New York,f,0,0,1,0,0,0,0,0,0
39824695,"I'm a public speaker by trade and love running, reading and enjoying Williamsburg. I've lived in a few major U.S. cities, and New York is by far my favorite. My roommate and I love meeting new people, and and we are excited to share our home and neighborhood with our guests!",3,52,Private or Shared Room,New York,f,1,0,1,1,0,1,0,1,0
2432218,"Fun loving person, who loves to meet new people, and learn new cultures.  I enjoy music, dancing, singing, good food, wine...and just creating wonderful memories.",2,26,Entire Home/Apt,New York,f,2,0,0,0,1,0,0,0,0
2471671,"I live and work in Manhattan as a Certified Household Manager and manage properties and staff for my employer - I travel every so often.  I have lived here for 10 years and still feel as though there is so much to learn about NYC.  I walk a lot and explore the city on weekends. I have two sons and grandchildren, who visit often. 
I am happy to help you with directions, etc. and give you any information that I know. I am interested in food and wine, there are so many restaurants here you can get lost just trying to decide where to eat!  It is fun as is most everything here. 
I have lived in the mid-west, Georgia, Colorado, California and Washington State and have traveled to all of the United States.  Also have visited the Caribbean, Mexico, Canada, Turkey, Greece, Italy, Germany, Switzerland, Hungary, Prague (which is a favorite of mine!).  In September 2012 I visited Paris, Spain and Portugal and in fall of 2013, I took the train to Montreal and Quebec City, fantastic city!  My son took me on a birthday celebration trip to Norway and St. Petersburg in January 2015. It was fabulous! Maybe we can share some travel adventure stories!  
Hobbies are wine-tasting, skiing, walking, Pilates, reading and (website hidden) is in there somewhere.....Life should be fun, lots of laughs, meeting new people and having new adventures.  I have traveled with Airbnb and have enjoyed meeting other hosts in my travels.",16,246,Private or Shared Room,New York,t,3,1,1,2,1,2,7,3,1
17674617,"Artist living in New York City. I've had great experiences and opportunities here in the city as a creative and am well on my way to bigger, more lucrative endeavors! Like many people on AirBNB, I LOVE to travel! I'm a music lover and an avid reader. I like to cycle, although I haven't done much riding this year. Most of all, I love meeting new, interesting people from all over the world! How about you?",7,76,Entire Home/Apt,New York,f,3,0,1,0,0,2,1,1,1
18609006,"The world is a beautiful place... Why not see it with us.

Very interested in meeting new friends, passionate about traveling and making people happy. The best way to cheer yourself up is to try to cheer somebody else up. ",3,40,Private or Shared Room,New York,f,1,1,0,0,1,0,1,0,0
623244,"I run a tech startup in Brooklyn, and I am originally from upstate New York.  I used to rent my place out in Tokyo on AirBnB and am now excited to make my West Village home available for you to enjoy. Looking forward to meeting you.",3,46,Entire Home/Apt,New York,f,0,0,1,0,0,2,0,2,0
8551260,"Originally from Seattle, I've been living and working as an actor and home manager in NYC for 3.5 years. I love my apartment in East Williamsburg and I'm excited to share it with visitors! I am a very conscientious and respectful guest as well as host. I keep my space very clean and cozy. I love staying in unique, comfortable spaces, and walking for miles in new places (and rediscovering old ones). When I travel or have guests, food is the main event--please share your recommendations with me and don't be shy to ask for mine! 
",6,96,Entire Home/Apt,New York,f,0,0,1,0,1,2,2,4,0
1138510,I'm fairly easy to get a long with and my vintage shop keeps me pretty busy so I am in and out the apt frequently. ,1,25,Entire Home/Apt,New York,f,0,0,1,0,1,0,0,0,0
7240751,"Hello! We are a laid-back 20-something couple who love being outside, exploring, and getting to know new folks. We love being New Yorkers, and are excited to share our home and city with you!
Cheers, 
Emily and Casey",4,39,Private or Shared Room,New York,t,1,0,0,1,1,1,0,3,0
290662,"Travel is my life. I work as a travel journalist and love meeting people from all different countries and cultures. I am very respectful of other people's homes (I am pretty quiet and don't smoke) and thus ask the same in return. I will keep your place neat and organized, just as I keep my own home. Feel free to send me any questions about anything. ",5,66,Entire Home/Apt,New York,t,1,0,1,0,1,0,1,3,0
2255412,"Meena, New York, New York
",1,5,Private or Shared Room,New York,f,0,0,0,0,0,1,0,0,0
2953525,I am a graphic designer and an art dealer.,1,9,Private or Shared Room,New York,f,0,0,1,0,0,0,0,0,0
3259274,"I am a friendly & outgoing school teacher, with a passion for travelling. Luckily, I work in a wonderful Manhattan Private School, and get many holiday days, so I can travel!
My favorite destinations are beautiful, natural places: in the Winter I seek out sunny beaches and surf, and in the Summer I hit the road in America's National Parks, hiking, backpacking, and kayaking.

I am  also a frequenter of Europe; making sure that I stop at at least 2 international countries on any given Trans-Atlantic trip, such as Paris, Venice, Athens, or Barcelona. This summer (2013), I hope to check out the French countryside, Northern Germany, and Denmark...!

I love living in NYC, and take full advantage of the Arts: from the Whitney Museum of Art, to dance performances at Lincoln Center, to live jam sessions at Brooklyn coffee shops. I also adore the many faces and cultures I encounter here, and especially enjoy meeting Israeli and French friends so I can practice speaking these languages...
In my free time I like reading history books, practicing vinyasa yoga, spending time with my family, cooking & hosting dinner parties, and exploring!
",8,188,Entire Home/Apt,New York,f,4,0,2,0,1,1,5,1,0
1197650,"When I travel I tend to get my feet wet in the local culture and try to soak up as much as I can.  

At home, hosting, I try my best to help people with their purpose for travelling here to NYC.  Either it be guiding my guests to a great attraction, or just giving them pointers on how to best get to their job interview, helping out is what I do.  

Positive actions bring positive reactions.",4,77,Entire Home/Apt,New York,t,1,1,0,0,0,1,1,2,0
1832742,"I travel a lot for work and while I love my NYC apartment, it's often being unused.  Allow me the opportunity to open my doors to you!",2,27,Entire Home/Apt,New York,f,0,0,0,0,0,1,1,1,0
18397763,"We are your dynamic duo hosts. We love meeting new people and acquainting them with our neighborhood here in Bedstuy. We love to eat great food, go to the latest social events and basically just enjoy the company of old and new friends alike. Wether you like to just hang back, keep to yourself and enjoy a comfortable stay or watch a Brooklyn Sunset on our roof deck patio. We'll definitely provide you with the real, down to earth & local view that will make your trip to New York a memorable one!",5,92,Private or Shared Room,New York,f,1,0,0,0,0,3,0,4,0
37253141,"New Yorker, world traveler",1,4,Entire Home/Apt,New York,f,0,0,0,0,0,1,1,0,0
4021859,I am an avid traveler who loves meeting people from all over the world. I work in education and love NYC and enjoy helping others fall in love with my great town!,2,32,Private or Shared Room,New York,f,0,0,1,0,0,1,1,1,0
22239038,"I'm a super laid back native New Yorker.  My partner and I travel often for work, so Airbnb is a good fit.",2,22,Entire Home/Apt,New York,f,0,0,1,0,1,1,1,0,0
1318839,"Australian advertising professional living in the East Village with my roommate Jordan. I love to travel, eat and socialize. I am always a respectful and courteous host and guest. ",3,29,Private or Shared Room,New York,f,1,0,1,1,1,1,1,1,0
3490090,"Hi!  I'm Alexis!  I'm 31  and live in the heart of Williamsburg, Brooklyn (1/2 block from Lorimer L train), and have for 9 years now with my two cool cats.   From time to time I  rent out my apartment and/or extra room to traveling guests.  

Other times, I travel, mostly through Europe, and use AirBNB for that too.  

I love exploring new cities, road trip adventures to places unknown, and meeting new people.  Also, as an 13-Year New Yorker, I have a love for all things NYC and look forward to sharing that with you!",7,93,Private or Shared Room,New York,f,1,0,0,1,0,2,2,2,1
2624738,"Illinois, but have lived in Las Vegas, Phoenix, North Carolina, Northern VA, Missouri & San Diego. NYC has been home for the past 8 years. I am a creative business consultant. Business process improvement, software development, etc. I enjoy the NYC lifestyle. Walking everywhere, having everything right outside your door, food, wine, events, rooftops, etc.",6,53,Entire Home/Apt,New York,f,2,0,2,0,0,3,1,0,0
2519631,"My name is Chavi Keeney Nana.  I am a lawyer (international anti-corruption investigations, as well as civil trafficking suits) in Manhattan, where I also live with my husband, Ekow, and our son, Kofi.  I have lived and studied abroad (UK, Germany, the Netherlands, Israel/Palestine) for significant portions of my career, come from a mixed background (Pakistani and Canadian/English/Irish), and still love traveling and exploring new places.  I backpacked and hitchhiked throughout much of the Middle East, Europe, and some of Central America in my 20s and early 30s, though now tend to stay in bed and breakfasts and small homes (I am introducing my city loving husband to backpacking on a step by step basis).  I love learning languages and cooking in my free time. ",5,129,Entire Home/Apt,New York,f,2,0,1,2,0,2,2,1,0
19644682,Business Development Director always on the go! Love NYC so much so that I've been here for the past 14 years. I hope you enjoy this great city as much as I do! ,3,32,Entire Home/Apt,New York,f,0,0,1,0,1,2,0,1,0
39712384,"I’m a new New Yorker (originally from New Jersey) in my early twenties, finishing up my Master's at Columbia University. I’m extremely tidy, am an artist, and love to explore artistic/ cultural spaces throughout the city. I’m interested in accommodating someone who can bring great energy/ vibes into the space!",3,53,Private or Shared Room,New York,f,1,0,1,0,1,1,0,1,0
8002698,"I've lived in NYC for eight years as a theater artist.  I run a company called Superhero Clubhouse; we work at the intersection of environmentalism and performance. Great nature, interesting people, delicious food, good stories, grand adventure... these are my passions.  I am a writer, director, actor and producer.  I also work with children, as both a nanny and a teaching artist. I am originally from a rural area in upstate NY, outside Syracuse. I'm a big traveler: I lived in London, backpacked around Europe, resided on a cheetah reserve in South Africa, camped in the canyons of Utah and hiked many mountains around the US. ",7,106,Private or Shared Room,New York,f,2,1,4,0,0,3,1,0,0
50335,"UX/UI Designer
",1,3,Entire Home/Apt,New York,f,0,0,1,0,0,0,0,0,0
13261121,"I have a degree in Hotel management and currently working in commercial real estate. I been living in New York for the last 8 years. Before I lived in Brazil, Paris and Africa. I speak 4 languages. I love to travel and meet new people. Hosting my apartment gives me the opportunaty to spend more time in other places. ",6,57,Entire Home/Apt,New York,f,0,0,2,0,0,2,2,1,0
7580514,"New York writer with a passion for film, art and culture.",1,11,Entire Home/Apt,New York,f,1,0,1,0,0,0,0,0,0
2845,"I am originally from Upstate New York and a Manhattanite since 2000. It has always been my dream to have a bed and breakfast and share a beautiful home with people from around the world. It's my pleasure to host travelers from far and wide and meet so many wonderful people. Welcome travelers! 
",4,52,Entire Home/Apt,New York,f,0,0,0,0,0,1,0,3,0
8548430,We are a nice couple that love to meet people and enjoy life!,1,13,Private or Shared Room,New York,f,1,0,0,1,0,0,0,0,0
36787661,"I am a Luthier (builder and restorer of stringed musical instruments) currently working at one of the few shops in the country specializing in rare and unusual vintage instruments.  I am a musician as well, and I play around town fairly often in several different bands.  My record collection is pretty diverse and I'd be happy to play you a few of my favorites, or let you dig through them for yourself.

I have lived in Brooklyn for almost ten years and I have a solid knowledge of the various neighborhoods and secret places to visit that might not be in the guidebooks.  

I have travelled pretty extensively in Latin America, Europe, and West Africa and I really enjoy getting to know people from other parts of the world.  I have a fairly good grasp of Spanish, so if it's helpful to communicate that way I am always looking to practice.",6,151,Private or Shared Room,New York,f,3,0,2,0,0,1,1,0,0
3392324,"I work as a freelance art director by day, and keep a very neat and tidy home, with a minimal aesthetic. Extremely friendly and approachable, a Midwesterner at heart. I'm out most nights dancing, doing improv, or checking out a midnight movie, but have a private entrance to my room, so I'm always quiet when coming and going from the apartment. I live a healthy lifestyle and don't drink or do drugs (and never have). 

My roommate and I are involved with a lot of DJ events/nightlife, so if you're visiting, we'd be more than happy to tip you off what's going on. There's so much going on within walking distance of this apartment, it's ridiculous.

I love doing road trips in the States, either by motorcycle or my 1990 Corolla. I fly back to San Francisco almost every other month to DJ a party I've been running for a decade in the Mission. When I travel across the Atlantic, it's mostly to visit friends in London, Berlin, and Zürich. ",9,171,Private or Shared Room,New York,f,4,0,1,0,2,0,3,4,0
18086162,Hi! We are twenty-somethings living in Brooklyn NYC.  We love to travel and are super excited to join the Airbnb community!,3,22,Entire Home/Apt,New York,f,0,0,0,0,0,1,1,1,0
8281201,I am from Connecticut and have lived in Williamsburg for 4 years now.  I love living in New York City.  I have 2 roommates who are great guys who also know the city well.  We are non smokers.  Our apartment is clean but definitely not spotless you will know that people live here but you can also expect the room you stay in to be more than comfortable!,5,66,Private or Shared Room,New York,f,0,0,0,1,0,2,0,2,0
20409395,"Grew up in NY, and have lived everywhere from Manhattan to Montauk.  Love trying new food, music, wine, tech... all the amazing things that this place has to offer.  Relaxed and open minded, I like to skate and write apps in NYC. ",3,42,Private or Shared Room,New York,f,2,0,0,0,1,2,0,0,0
1296938,"I am a 30 year old web developer who has lived in New York City for the past 6 years.  I'm very interested in getting as many passport stamps as possible, riding my bike, trying new restaurants and hanging out with friends.

I am currently in the beginning stages of starting a non-profit that caters to families in need of furniture.  Besides that i am just your ordinary female who works for corporate america by day and trys to make a life in the greatest city ever by night.

",4,88,Private or Shared Room,New York,f,1,0,3,0,0,2,1,0,0
5033046,Founder of an initiative that helps to promote women into peacekeeping operations. ,1,12,Entire Home/Apt,New York,f,0,0,1,0,0,0,0,0,0
1874001,"Hi, firstly, you will love the apartment and location.  When I am not in NYC, I am in beautiful Santa Barbara, CA.  I  have lived in NYC  pretty much all my life so if you need any tips on restaurants, theatre or shopping at reasonable rates, I can help.  Being Italian, I love good food!!... so I know many good places around town.   I am a very responsible and care about my guests' experiences.  I can be reached at all times.. even after midnight.  My motto in life is....do unto others as you would want them to do upon you.  It's good karma! ",9,104,Entire Home/Apt,New York,f,1,2,0,0,2,2,1,4,0
60923,I Live in New York City and love to travel. my favorite hobbies are  snowboarding and scuba diving.,2,18,Entire Home/Apt,New York,f,1,0,0,0,0,1,1,0,0
26080800,I am a professional chef who has been living in NYC for 10 years. I operate a music venue / restaurant in the neighborhood. I love to travel and spend time with friends all over the world.,3,35,Private or Shared Room,New York,f,1,0,2,0,0,1,1,0,0
414627,"My name is Charlotte. I live in NYC together with my husband and our kids Jerome (4) and Billie Rose (1). 
We are originally from Belgium but moved to this great city in 2009. We are airbnb hosts since February 2010 and had great experiences so far!",4,43,Entire Home/Apt,New York,f,0,0,0,1,0,2,0,2,0
4523545,Midwestern married couple living in New York City.,1,8,Entire Home/Apt,New York,f,0,0,0,1,0,1,0,0,0
9244386,"I love my plants and my blue chair to read on. I work for an arts and culture publication and do freelance design. I visit art museums and galleries whenever I can. 
",3,32,Private or Shared Room,New York,f,2,0,1,0,0,0,0,0,0
33318193,"I'm a......Daughter. Sister. Friend. Leader. Spartan. Theater Geek.  Nigerian. American.  Athlete. Dancer. Singer. Believer.  Motivator. Producer. Spiritual Being.
I am Me.",16,22,Private or Shared Room,New York,f,2,2,3,2,3,2,0,0,2
2274785,"We are from NYC, my husband is a music producer and philanthropist, I'm a theater director and producer. We travel a lot and use Airbnb often.  
We have an apartment in NYC and Playa del Carmen, MX. Please not our NYC apartment does not have a pool or a beach.  ",4,50,Entire Home/Apt,New York,f,0,0,1,1,0,3,1,0,0
3906249,"I am a former lawyer, French major at Princeton, wife of an international businessman, world traveler and native Manhattanite who is addicted to crime novels. I am renting out a separate/attached/private unit, leaving you full independence with a separate entrance and total privacy, but available in the apartment next door for helpful tips about NYC. ",2,57,Entire Home/Apt,New York,f,1,0,1,1,0,1,1,1,0
10312394,"- grown up, responsible,
- have the best daughter in the world ;-)
- work as an Art Director in NYC's digital/internet industry,
- love fine art / galleries / art fairs / contemporary classical and experimental music 
- obsessively honest and decent.
",1,35,Entire Home/Apt,New York,f,1,0,1,1,1,0,0,0,0
1834769,"Young spirited adult woman who has managed to re-invent herself with furnishing her private properties.
Having owned a DJ entertainment business for over 30 years and with the downturn in the economy she enjoyed furnishing her one and two bedroom apt.s . She is attentive to details and has lived in NYC her entire adult life. She helpful, gracious and will tell you all the great places to shop, eat, if you want. She is such a source of information having worked at so many venues in NYC and Long Island. You'll want to stay longer for sure. Reserve early for private apartments with instant access to NYC. 20 minute commute to Williamsburg, Brooklyn. affordable markets and restaurants.
My  life motto (hanging in my kitchen) Live, Love, Laugh",10,127,Entire Home/Apt,New York,f,0,1,1,0,2,4,0,3,1
21671443,"Hello! 
I'm a photographer from Brazil living and working in New York City. 
I love meeting new friends and getting lost in foreign city!

Say hi! 
Leandro J.",5,28,Entire Home/Apt,New York,f,1,0,1,0,1,1,1,0,3
1602809,"I’m an easy-going, active, single female. I work from home and have a background in arts and education. I have a good sense of humor, love to laugh, and am very friendly. I have two medium sized dogs, who are each 3 years old  and very affectionate.",4,48,Private or Shared Room,New York,f,0,0,1,1,2,0,0,0,0
4601781,Native New Yorker looking for affordable vacation rentals.,1,8,Entire Home/Apt,New York,f,0,0,0,0,0,1,0,0,0
6482637,We look forward to hosting you.,1,6,Private or Shared Room,New York,f,0,0,0,0,0,0,0,1,0
8503813,"I love living in Brooklyn. I work in international development, love to travel and speak Spanish.",2,16,Private or Shared Room,New York,f,0,0,1,0,0,1,1,0,0
520279,Guy in show biz.,1,4,Entire Home/Apt,New York,f,0,0,1,0,0,0,0,0,0
30529,I am a young professional music journalist and artist agent. I run a music blog for female writers called Audiofemme and am an editor for Untitled Magazine. I also help run a small music agency called Black Dots Music Group. I can give you a wealth of recommendations for new music or good shows catch during your visit. I absolutely love my little home and I think you will as well!,5,71,Private or Shared Room,New York,f,0,0,3,0,0,0,0,2,0
261530,Hi there!  My name is Melissa.  I just moved back to NYC from SF.  ,3,14,Entire Home/Apt,New York,f,0,0,0,0,0,1,0,1,1
10102809,"Travel enthusiast and professional. Lover of NY and all it has to offer. Proud dog owner, and avid puppy protector, Lover and supporter of the arts - music, theater, puppets, TV, fine art, films, and basically anything that involves the creative spirit. I spend most of my time, energy, and money on traveling, restaurants, and daily adventures. ALWAYS happy to educate people on how wonderful, unique, and fun NY is, and I will always leave a map marked with my favorite local restaurants, bars, theaters, and parks! I live in the most wonderful apartment with my fiance, and our two adorable dogs. Please feel free to contact me for more information on our apartment. Happy house hunting and happy travels! Cheers!",9,120,Entire Home/Apt,New York,f,3,0,1,2,0,1,2,4,0
28331800,pretty laid back. love to cook and keep things kinda tidy. im not a neat freak. I draw scuplt and love the arts. Love thy life is my motto. whats the motto with you? pretty laid back. But I am a freak about sleep. so no parties please. unless its close to the weekend. Welcome to my home and all I ask is to be honest and true. Send me any inquiries!,12,72,Private or Shared Room,New York,f,2,2,0,0,4,0,0,1,3
6678075,"gypsy soul with ninja aspirations. travel bug, travel writer, teacher, event planner, change-maker. ",2,14,Entire Home/Apt,New York,f,1,0,0,0,1,0,1,0,0
11134859,"OCD Clean, problem solver, foodie",1,5,Entire Home/Apt,New York,f,1,0,0,0,1,0,0,0,0
4130512,I'm a designer living in Brooklyn.,1,6,Private or Shared Room,New York,f,0,0,1,0,0,1,0,0,0
2645592,"Young professional with a M.S. Degree leaving in New York.
Friendly and out going I like to travel and meet new people.
I love yoga,skiing,cooking,reading and interior design.
I have been told I am a good host....looking forward to meet you!!!:)",6,46,Entire Home/Apt,New York,f,2,0,2,0,2,1,1,1,1
3984304,"I love New York. But as the days go by, I get closer to living in a tree fort in the woods somewhere... near the sea. 

I spend most of my free time making music, taking pictures, writing, riding my bike, collecting well crafted old things, traveling, snowboarding, surfing, scuba diving, searching for good food....

Over the past 12 years, I have put a lot of time and effort into my loft space to create a very comfortable and inspiring environment. I feel is highly suited for both relaxation as well as creative thinking. Come stay in Brooklyn and enjoy it for yourself. Looking forward to sharing experiences... 
 ",6,107,Entire Home/Apt,New York,f,2,0,0,0,1,2,0,3,0
503796,"I am a creative type.  A writer at heart who loves to travel, and loves my family!  Favorite places are Italy and Scotland!  I really am looking forward to visiting Sweden for the first time next Spring!  I am a big movie fan, and love Mexican food.  Mexican and a movie?  You've got me!  Graphic novels, Hitchcock, and football are passions.  Not to mention tennis, as I wholeheartedly urge everyone to attend the US Open in August/September for the match play and the social experience!  A wanderer, I love to explore NYC, and urge you to do the same...just literally get ""lost"" one day and find a place, a restaurant, a bar, a music hall that you'll never forget, and tell all your friends about it when you arrive back home!",10,133,Entire Home/Apt,New York,f,4,0,1,1,1,1,4,0,1
24000,"Hi, I'm an actor, musician, and I work at a hotel in Manhattan.
My 2 bedroom is in the east village  lots of bars and restaurants and fun things to do, A very safe neighborhood.
The Apartment is quiet, homy, cozy and clean.",3,42,Private or Shared Room,New York,f,0,0,1,0,0,1,0,1,0
11555234,"New York girl meets New Zealand bloke...fast forward and we have been married for 8 years. Our Brooklyn apartment is our haven! 
We both work in a Museum. We are also artists. 
",4,32,Entire Home/Apt,New York,f,0,0,2,1,0,1,0,0,0
3625115,"Hi guys! I am an avid runner, traveler, and adventurer!  I love to try new things and am very down to earth. Super quick with communications and text messaging. Personal interests include finance, sports, fitness, iced coffee, unique museums, and lime flavored tortilla chips.",5,44,Entire Home/Apt,New York,f,3,0,0,0,1,0,1,1,0
